fam,geneA1,geneA2,geneB1,geneB2,geneA1_extracted,geneA2_extracted,geneB1_extracted,geneB2_extracted
Legume.fam3.04080,glyma.Wm82.gnm4.ann1.Glyma.01G166700.1,glyma.Wm82.gnm4.ann1.Glyma.11G076600.4,glyma.Wm82.gnm4.ann1.Glyma.02G049100.2,glyma.Wm82.gnm4.ann1.Glyma.16G129200.3,Glyma.01G166700,Glyma.11G076600,Glyma.02G049100,Glyma.16G129200
Legume.fam3.04082,glyma.Wm82.gnm4.ann1.Glyma.02G059500.4,glyma.Wm82.gnm4.ann1.Glyma.16G142300.1,glyma.Wm82.gnm4.ann1.Glyma.11G063400.1,glyma.Wm82.gnm4.ann1.Glyma.01G178800.1,Glyma.02G059500,Glyma.16G142300,Glyma.11G063400,Glyma.01G178800
Legume.fam3.04084,glyma.Wm82.gnm4.ann1.Glyma.16G143100.9,glyma.Wm82.gnm4.ann1.Glyma.02G060500.8,glyma.Wm82.gnm4.ann1.Glyma.11G062100.1,glyma.Wm82.gnm4.ann1.Glyma.01G180100.1,Glyma.16G143100,Glyma.02G060500,Glyma.11G062100,Glyma.01G180100
Legume.fam3.04085,glyma.Wm82.gnm4.ann1.Glyma.01G184000.2,glyma.Wm82.gnm4.ann1.Glyma.11G058300.1,glyma.Wm82.gnm4.ann1.Glyma.17G177900.1,glyma.Wm82.gnm4.ann1.Glyma.05G080900.1,Glyma.01G184000,Glyma.11G058300,Glyma.17G177900,Glyma.05G080900
Legume.fam3.04091,glyma.Wm82.gnm4.ann1.Glyma.01G222700.1,glyma.Wm82.gnm4.ann1.Glyma.11G020700.1,glyma.Wm82.gnm4.ann1.Glyma.08G018900.1,glyma.Wm82.gnm4.ann1.Glyma.05G212500.1,Glyma.01G222700,Glyma.11G020700,Glyma.08G018900,Glyma.05G212500
Legume.fam3.04095,glyma.Wm82.gnm4.ann1.Glyma.13G311500.2,glyma.Wm82.gnm4.ann1.Glyma.12G190300.1,glyma.Wm82.gnm4.ann1.Glyma.12G095800.1,glyma.Wm82.gnm4.ann1.Glyma.11G172191.1,Glyma.13G311500,Glyma.12G190300,Glyma.12G095800,Glyma.11G172191
Legume.fam3.04096,glyma.Wm82.gnm4.ann1.Glyma.02G026500.1,glyma.Wm82.gnm4.ann1.Glyma.01G038500.1,glyma.Wm82.gnm4.ann1.Glyma.08G293200.1,glyma.Wm82.gnm4.ann1.Glyma.18G130100.1,Glyma.02G026500,Glyma.01G038500,Glyma.08G293200,Glyma.18G130100
Legume.fam3.04101,glyma.Wm82.gnm4.ann1.Glyma.12G081700.1,glyma.Wm82.gnm4.ann1.Glyma.11G192400.1,glyma.Wm82.gnm4.ann1.Glyma.13G321800.6,glyma.Wm82.gnm4.ann1.Glyma.12G179000.1,Glyma.12G081700,Glyma.11G192400,Glyma.13G321800,Glyma.12G179000
Legume.fam3.04105,glyma.Wm82.gnm4.ann1.Glyma.12G051000.2,glyma.Wm82.gnm4.ann1.Glyma.11G126400.1,glyma.Wm82.gnm4.ann1.Glyma.13G345300.4,glyma.Wm82.gnm4.ann1.Glyma.15G029000.9,Glyma.12G051000,Glyma.11G126400,Glyma.13G345300,Glyma.15G029000
Legume.fam3.04107,glyma.Wm82.gnm4.ann1.Glyma.05G214900.1,glyma.Wm82.gnm4.ann1.Glyma.08G021200.3,glyma.Wm82.gnm4.ann1.Glyma.01G224200.5,glyma.Wm82.gnm4.ann1.Glyma.11G018700.2,Glyma.05G214900,Glyma.08G021200,Glyma.01G224200,Glyma.11G018700
Legume.fam3.04109,glyma.Wm82.gnm4.ann1.Glyma.01G045500.1,glyma.Wm82.gnm4.ann1.Glyma.02G105900.3,glyma.Wm82.gnm4.ann1.Glyma.08G299400.3,glyma.Wm82.gnm4.ann1.Glyma.18G121400.3,Glyma.01G045500,Glyma.02G105900,Glyma.08G299400,Glyma.18G121400
Legume.fam3.04110,glyma.Wm82.gnm4.ann1.Glyma.02G027400.1,glyma.Wm82.gnm4.ann1.Glyma.01G037500.1,glyma.Wm82.gnm4.ann1.Glyma.08G292400.1,glyma.Wm82.gnm4.ann1.Glyma.18G130900.1,Glyma.02G027400,Glyma.01G037500,Glyma.08G292400,Glyma.18G130900
Legume.fam3.04111,glyma.Wm82.gnm4.ann1.Glyma.08G102600.1,glyma.Wm82.gnm4.ann1.Glyma.05G145800.2,glyma.Wm82.gnm4.ann1.Glyma.18G008700.1,glyma.Wm82.gnm4.ann1.Glyma.11G248500.1,Glyma.08G102600,Glyma.05G145800,Glyma.18G008700,Glyma.11G248500
Legume.fam3.04112,glyma.Wm82.gnm4.ann1.Glyma.11G248200.3,glyma.Wm82.gnm4.ann1.Glyma.18G009000.2,glyma.Wm82.gnm4.ann1.Glyma.05G145400.1,glyma.Wm82.gnm4.ann1.Glyma.08G102200.1,Glyma.11G248200,Glyma.18G009000,Glyma.05G145400,Glyma.08G102200
Legume.fam3.04114,glyma.Wm82.gnm4.ann1.Glyma.05G238900.1,glyma.Wm82.gnm4.ann1.Glyma.08G046000.1,glyma.Wm82.gnm4.ann1.Glyma.07G170200.1,glyma.Wm82.gnm4.ann1.Glyma.02G085200.1,Glyma.05G238900,Glyma.08G046000,Glyma.07G170200,Glyma.02G085200
Legume.fam3.04115,glyma.Wm82.gnm4.ann1.Glyma.05G241600.4,glyma.Wm82.gnm4.ann1.Glyma.08G049000.5,glyma.Wm82.gnm4.ann1.Glyma.07G173700.3,glyma.Wm82.gnm4.ann1.Glyma.02G087000.1,Glyma.05G241600,Glyma.08G049000,Glyma.07G173700,Glyma.02G087000
Legume.fam3.04117,glyma.Wm82.gnm4.ann1.Glyma.20G162100.1,glyma.Wm82.gnm4.ann1.Glyma.10G232000.1,glyma.Wm82.gnm4.ann1.Glyma.09G133600.2,glyma.Wm82.gnm4.ann1.Glyma.16G179900.1,Glyma.20G162100,Glyma.10G232000,Glyma.09G133600,Glyma.16G179900
Legume.fam3.04119,glyma.Wm82.gnm4.ann1.Glyma.17G012800.1,glyma.Wm82.gnm4.ann1.Glyma.07G261200.2,glyma.Wm82.gnm4.ann1.Glyma.15G108300.1,glyma.Wm82.gnm4.ann1.Glyma.09G004100.1,Glyma.17G012800,Glyma.07G261200,Glyma.15G108300,Glyma.09G004100
Legume.fam3.04124,glyma.Wm82.gnm4.ann1.Glyma.05G019700.1,glyma.Wm82.gnm4.ann1.Glyma.17G080100.1,glyma.Wm82.gnm4.ann1.Glyma.04G160700.1,glyma.Wm82.gnm4.ann1.Glyma.06G204800.1,Glyma.05G019700,Glyma.17G080100,Glyma.04G160700,Glyma.06G204800
Legume.fam3.04126,glyma.Wm82.gnm4.ann1.Glyma.17G052300.1,glyma.Wm82.gnm4.ann1.Glyma.13G107100.4,glyma.Wm82.gnm4.ann1.Glyma.09G066800.3,glyma.Wm82.gnm4.ann1.Glyma.15G172800.5,Glyma.17G052300,Glyma.13G107100,Glyma.09G066800,Glyma.15G172800
Legume.fam3.04131,glyma.Wm82.gnm4.ann1.Glyma.11G140400.1,glyma.Wm82.gnm4.ann1.Glyma.12G063900.1,glyma.Wm82.gnm4.ann1.Glyma.13G334900.1,glyma.Wm82.gnm4.ann1.Glyma.15G039600.1,Glyma.11G140400,Glyma.12G063900,Glyma.13G334900,Glyma.15G039600
Legume.fam3.04132,glyma.Wm82.gnm4.ann1.Glyma.12G066800.2,glyma.Wm82.gnm4.ann1.Glyma.11G143500.1,glyma.Wm82.gnm4.ann1.Glyma.13G332500.1,glyma.Wm82.gnm4.ann1.Glyma.15G041700.1,Glyma.12G066800,Glyma.11G143500,Glyma.13G332500,Glyma.15G041700
Legume.fam3.04136,glyma.Wm82.gnm4.ann1.Glyma.06G288600.1,glyma.Wm82.gnm4.ann1.Glyma.12G118600.1,glyma.Wm82.gnm4.ann1.Glyma.12G206800.1,glyma.Wm82.gnm4.ann1.Glyma.13G294100.1,Glyma.06G288600,Glyma.12G118600,Glyma.12G206800,Glyma.13G294100
Legume.fam3.04139,glyma.Wm82.gnm4.ann1.Glyma.05G084000.1,glyma.Wm82.gnm4.ann1.Glyma.17G176700.1,glyma.Wm82.gnm4.ann1.Glyma.01G184900.1,glyma.Wm82.gnm4.ann1.Glyma.11G057300.1,Glyma.05G084000,Glyma.17G176700,Glyma.01G184900,Glyma.11G057300
Legume.fam3.04143,glyma.Wm82.gnm4.ann1.Glyma.09G263500.1,glyma.Wm82.gnm4.ann1.Glyma.18G228600.1,glyma.Wm82.gnm4.ann1.Glyma.03G018400.1,glyma.Wm82.gnm4.ann1.Glyma.07G079600.1,Glyma.09G263500,Glyma.18G228600,Glyma.03G018400,Glyma.07G079600
Legume.fam3.04145,glyma.Wm82.gnm4.ann1.Glyma.05G180300.1,glyma.Wm82.gnm4.ann1.Glyma.08G137800.1,glyma.Wm82.gnm4.ann1.Glyma.11G239000.1,glyma.Wm82.gnm4.ann1.Glyma.18G018400.1,Glyma.05G180300,Glyma.08G137800,Glyma.11G239000,Glyma.18G018400
Legume.fam3.04146,glyma.Wm82.gnm4.ann1.Glyma.05G221000.1,glyma.Wm82.gnm4.ann1.Glyma.08G027500.1,glyma.Wm82.gnm4.ann1.Glyma.01G001900.1,glyma.Wm82.gnm4.ann1.Glyma.07G130500.1,Glyma.05G221000,Glyma.08G027500,Glyma.01G001900,Glyma.07G130500
Legume.fam3.04153,glyma.Wm82.gnm4.ann1.Glyma.20G219300.1,glyma.Wm82.gnm4.ann1.Glyma.10G170600.1,glyma.Wm82.gnm4.ann1.Glyma.18G241100.1,glyma.Wm82.gnm4.ann1.Glyma.09G251500.1,Glyma.20G219300,Glyma.10G170600,Glyma.18G241100,Glyma.09G251500
Legume.fam3.04156,glyma.Wm82.gnm4.ann1.Glyma.04G037200.1,glyma.Wm82.gnm4.ann1.Glyma.06G037801.1,glyma.Wm82.gnm4.ann1.Glyma.17G244500.1,glyma.Wm82.gnm4.ann1.Glyma.14G080900.3,Glyma.04G037200,Glyma.06G037801,Glyma.17G244500,Glyma.14G080900
Legume.fam3.04174,glyma.Wm82.gnm4.ann1.Glyma.05G002000.2,glyma.Wm82.gnm4.ann1.Glyma.19G001900.3,glyma.Wm82.gnm4.ann1.Glyma.02G089100.1,glyma.Wm82.gnm4.ann1.Glyma.18G294100.1,Glyma.05G002000,Glyma.19G001900,Glyma.02G089100,Glyma.18G294100
Legume.fam3.04176,glyma.Wm82.gnm4.ann1.Glyma.04G136700.4,glyma.Wm82.gnm4.ann1.Glyma.11G155400.1,glyma.Wm82.gnm4.ann1.Glyma.13G197300.1,glyma.Wm82.gnm4.ann1.Glyma.15G235000.1,Glyma.04G136700,Glyma.11G155400,Glyma.13G197300,Glyma.15G235000
Legume.fam3.04184,glyma.Wm82.gnm4.ann1.Glyma.20G099500.1,glyma.Wm82.gnm4.ann1.Glyma.10G289700.4,glyma.Wm82.gnm4.ann1.Glyma.02G093600.5,glyma.Wm82.gnm4.ann1.Glyma.18G288500.1,Glyma.20G099500,Glyma.10G289700,Glyma.02G093600,Glyma.18G288500
Legume.fam3.04189,glyma.Wm82.gnm4.ann1.Glyma.07G262100.1,glyma.Wm82.gnm4.ann1.Glyma.17G012000.1,glyma.Wm82.gnm4.ann1.Glyma.15G109300.4,glyma.Wm82.gnm4.ann1.Glyma.09G004700.5,Glyma.07G262100,Glyma.17G012000,Glyma.15G109300,Glyma.09G004700
Legume.fam3.04190,glyma.Wm82.gnm4.ann1.Glyma.10G177800.1,glyma.Wm82.gnm4.ann1.Glyma.20G212300.1,glyma.Wm82.gnm4.ann1.Glyma.16G204500.1,glyma.Wm82.gnm4.ann1.Glyma.09G153700.1,Glyma.10G177800,Glyma.20G212300,Glyma.16G204500,Glyma.09G153700
Legume.fam3.04197,glyma.Wm82.gnm4.ann1.Glyma.02G148100.1,glyma.Wm82.gnm4.ann1.Glyma.10G025700.1,glyma.Wm82.gnm4.ann1.Glyma.19G154800.2,glyma.Wm82.gnm4.ann1.Glyma.03G152300.1,Glyma.02G148100,Glyma.10G025700,Glyma.19G154800,Glyma.03G152300
Legume.fam3.04198,glyma.Wm82.gnm4.ann1.Glyma.02G147900.1,glyma.Wm82.gnm4.ann1.Glyma.10G025900.1,glyma.Wm82.gnm4.ann1.Glyma.19G155200.1,glyma.Wm82.gnm4.ann1.Glyma.03G152700.1,Glyma.02G147900,Glyma.10G025900,Glyma.19G155200,Glyma.03G152700
Legume.fam3.04200,glyma.Wm82.gnm4.ann1.Glyma.02G141500.1,glyma.Wm82.gnm4.ann1.Glyma.10G032500.1,glyma.Wm82.gnm4.ann1.Glyma.19G161700.1,glyma.Wm82.gnm4.ann1.Glyma.03G159500.1,Glyma.02G141500,Glyma.10G032500,Glyma.19G161700,Glyma.03G159500
Legume.fam3.04207,glyma.Wm82.gnm4.ann1.Glyma.19G194943.1,glyma.Wm82.gnm4.ann1.Glyma.03G196300.1,glyma.Wm82.gnm4.ann1.Glyma.10G072400.1,glyma.Wm82.gnm4.ann1.Glyma.13G153800.1,Glyma.19G194943,Glyma.03G196300,Glyma.10G072400,Glyma.13G153800
Legume.fam3.04210,glyma.Wm82.gnm4.ann1.Glyma.09G109200.3,glyma.Wm82.gnm4.ann1.Glyma.02G171100.3,glyma.Wm82.gnm4.ann1.Glyma.19G149300.1,glyma.Wm82.gnm4.ann1.Glyma.03G146100.1,Glyma.09G109200,Glyma.02G171100,Glyma.19G149300,Glyma.03G146100
Legume.fam3.04238,glyma.Wm82.gnm4.ann1.Glyma.14G128200.1,glyma.Wm82.gnm4.ann1.Glyma.17G205800.1,glyma.Wm82.gnm4.ann1.Glyma.04G070100.1,glyma.Wm82.gnm4.ann1.Glyma.06G072100.1,Glyma.14G128200,Glyma.17G205800,Glyma.04G070100,Glyma.06G072100
Legume.fam3.04241,glyma.Wm82.gnm4.ann1.Glyma.14G084600.1,glyma.Wm82.gnm4.ann1.Glyma.17G240300.1,glyma.Wm82.gnm4.ann1.Glyma.04G040900.1,glyma.Wm82.gnm4.ann1.Glyma.06G041800.1,Glyma.14G084600,Glyma.17G240300,Glyma.04G040900,Glyma.06G041800
Legume.fam3.04248,glyma.Wm82.gnm4.ann1.Glyma.14G021700.1,glyma.Wm82.gnm4.ann1.Glyma.02G293000.1,glyma.Wm82.gnm4.ann1.Glyma.18G092800.1,glyma.Wm82.gnm4.ann1.Glyma.08G319700.1,Glyma.14G021700,Glyma.02G293000,Glyma.18G092800,Glyma.08G319700
Legume.fam3.04259,glyma.Wm82.gnm4.ann1.Glyma.04G031100.1,glyma.Wm82.gnm4.ann1.Glyma.06G031201.1,glyma.Wm82.gnm4.ann1.Glyma.17G251400.1,glyma.Wm82.gnm4.ann1.Glyma.14G073601.1,Glyma.04G031100,Glyma.06G031201,Glyma.17G251400,Glyma.14G073601
Legume.fam3.04260,glyma.Wm82.gnm4.ann1.Glyma.18G045100.1,glyma.Wm82.gnm4.ann1.Glyma.11G209027.1,glyma.Wm82.gnm4.ann1.Glyma.02G240000.1,glyma.Wm82.gnm4.ann1.Glyma.14G209400.1,Glyma.18G045100,Glyma.11G209027,Glyma.02G240000,Glyma.14G209400
Legume.fam3.04269,glyma.Wm82.gnm4.ann1.Glyma.13G236400.1,glyma.Wm82.gnm4.ann1.Glyma.15G077300.1,glyma.Wm82.gnm4.ann1.Glyma.13G175500.1,glyma.Wm82.gnm4.ann1.Glyma.07G200900.1,Glyma.13G236400,Glyma.15G077300,Glyma.13G175500,Glyma.07G200900
Legume.fam3.04281,glyma.Wm82.gnm4.ann1.Glyma.19G217300.1,glyma.Wm82.gnm4.ann1.Glyma.03G220500.3,glyma.Wm82.gnm4.ann1.Glyma.02G011400.1,glyma.Wm82.gnm4.ann1.Glyma.10G012000.1,Glyma.19G217300,Glyma.03G220500,Glyma.02G011400,Glyma.10G012000
Legume.fam3.04282,glyma.Wm82.gnm4.ann1.Glyma.19G229200.1,glyma.Wm82.gnm4.ann1.Glyma.03G232200.1,glyma.Wm82.gnm4.ann1.Glyma.20G239400.1,glyma.Wm82.gnm4.ann1.Glyma.10G148200.1,Glyma.19G229200,Glyma.03G232200,Glyma.20G239400,Glyma.10G148200
Legume.fam3.04283,glyma.Wm82.gnm4.ann1.Glyma.03G236400.1,glyma.Wm82.gnm4.ann1.Glyma.19G234000.1,glyma.Wm82.gnm4.ann1.Glyma.10G152300.1,glyma.Wm82.gnm4.ann1.Glyma.20G236100.1,Glyma.03G236400,Glyma.19G234000,Glyma.10G152300,Glyma.20G236100
Legume.fam3.04286,glyma.Wm82.gnm4.ann1.Glyma.18G230800.2,glyma.Wm82.gnm4.ann1.Glyma.09G261200.6,glyma.Wm82.gnm4.ann1.Glyma.07G072500.7,glyma.Wm82.gnm4.ann1.Glyma.03G012600.2,Glyma.18G230800,Glyma.09G261200,Glyma.07G072500,Glyma.03G012600
Legume.fam3.04287,glyma.Wm82.gnm4.ann1.Glyma.03G009200.1,glyma.Wm82.gnm4.ann1.Glyma.07G070700.7,glyma.Wm82.gnm4.ann1.Glyma.18G232900.3,glyma.Wm82.gnm4.ann1.Glyma.09G259400.7,Glyma.03G009200,Glyma.07G070700,Glyma.18G232900,Glyma.09G259400
Legume.fam3.04289,glyma.Wm82.gnm4.ann1.Glyma.19G257800.1,glyma.Wm82.gnm4.ann1.Glyma.03G259100.2,glyma.Wm82.gnm4.ann1.Glyma.07G053300.1,glyma.Wm82.gnm4.ann1.Glyma.16G022400.1,Glyma.19G257800,Glyma.03G259100,Glyma.07G053300,Glyma.16G022400
Legume.fam3.04298,glyma.Wm82.gnm4.ann1.Glyma.07G135900.1,glyma.Wm82.gnm4.ann1.Glyma.18G186000.2,glyma.Wm82.gnm4.ann1.Glyma.03G067700.1,glyma.Wm82.gnm4.ann1.Glyma.01G101800.1,Glyma.07G135900,Glyma.18G186000,Glyma.03G067700,Glyma.01G101800
Legume.fam3.04299,glyma.Wm82.gnm4.ann1.Glyma.07G146000.1,glyma.Wm82.gnm4.ann1.Glyma.18G197400.1,glyma.Wm82.gnm4.ann1.Glyma.03G077900.1,glyma.Wm82.gnm4.ann1.Glyma.01G112600.1,Glyma.07G146000,Glyma.18G197400,Glyma.03G077900,Glyma.01G112600
Legume.fam3.04300,glyma.Wm82.gnm4.ann1.Glyma.18G197500.1,glyma.Wm82.gnm4.ann1.Glyma.07G146300.1,glyma.Wm82.gnm4.ann1.Glyma.03G078000.1,glyma.Wm82.gnm4.ann1.Glyma.01G112700.1,Glyma.18G197500,Glyma.07G146300,Glyma.03G078000,Glyma.01G112700
Legume.fam3.04305,glyma.Wm82.gnm4.ann1.Glyma.03G263600.1,glyma.Wm82.gnm4.ann1.Glyma.19G262600.1,glyma.Wm82.gnm4.ann1.Glyma.16G012700.1,glyma.Wm82.gnm4.ann1.Glyma.07G044400.1,Glyma.03G263600,Glyma.19G262600,Glyma.16G012700,Glyma.07G044400
Legume.fam3.04308,glyma.Wm82.gnm4.ann1.Glyma.01G144700.1,glyma.Wm82.gnm4.ann1.Glyma.03G022200.1,glyma.Wm82.gnm4.ann1.Glyma.09G268100.1,glyma.Wm82.gnm4.ann1.Glyma.18G221800.1,Glyma.01G144700,Glyma.03G022200,Glyma.09G268100,Glyma.18G221800
Legume.fam3.04310,glyma.Wm82.gnm4.ann1.Glyma.18G197700.1,glyma.Wm82.gnm4.ann1.Glyma.07G146500.1,glyma.Wm82.gnm4.ann1.Glyma.03G078400.1,glyma.Wm82.gnm4.ann1.Glyma.01G113100.1,Glyma.18G197700,Glyma.07G146500,Glyma.03G078400,Glyma.01G113100
Legume.fam3.04312,glyma.Wm82.gnm4.ann1.Glyma.17G096700.1,glyma.Wm82.gnm4.ann1.Glyma.05G030000.1,glyma.Wm82.gnm4.ann1.Glyma.04G174467.1,glyma.Wm82.gnm4.ann1.Glyma.06G190200.1,Glyma.17G096700,Glyma.05G030000,Glyma.04G174467,Glyma.06G190200
Legume.fam3.04325,glyma.Wm82.gnm4.ann1.Glyma.13G283600.1,glyma.Wm82.gnm4.ann1.Glyma.12G217500.1,glyma.Wm82.gnm4.ann1.Glyma.12G142900.1,glyma.Wm82.gnm4.ann1.Glyma.06G258000.1,Glyma.13G283600,Glyma.12G217500,Glyma.12G142900,Glyma.06G258000
Legume.fam3.04328,glyma.Wm82.gnm4.ann1.Glyma.17G106600.2,glyma.Wm82.gnm4.ann1.Glyma.13G164300.1,glyma.Wm82.gnm4.ann1.Glyma.15G198900.1,glyma.Wm82.gnm4.ann1.Glyma.09G092100.1,Glyma.17G106600,Glyma.13G164300,Glyma.15G198900,Glyma.09G092100
Legume.fam3.04332,glyma.Wm82.gnm4.ann1.Glyma.09G042700.1,glyma.Wm82.gnm4.ann1.Glyma.15G150300.1,glyma.Wm82.gnm4.ann1.Glyma.07G246100.1,glyma.Wm82.gnm4.ann1.Glyma.17G027900.1,Glyma.09G042700,Glyma.15G150300,Glyma.07G246100,Glyma.17G027900
Legume.fam3.04333,glyma.Wm82.gnm4.ann1.Glyma.07G242700.1,glyma.Wm82.gnm4.ann1.Glyma.17G031500.1,glyma.Wm82.gnm4.ann1.Glyma.15G144100.5,glyma.Wm82.gnm4.ann1.Glyma.09G039000.7,Glyma.07G242700,Glyma.17G031500,Glyma.15G144100,Glyma.09G039000
Legume.fam3.04334,glyma.Wm82.gnm4.ann1.Glyma.09G082000.1,glyma.Wm82.gnm4.ann1.Glyma.15G190200.1,glyma.Wm82.gnm4.ann1.Glyma.07G234200.4,glyma.Wm82.gnm4.ann1.Glyma.17G039600.1,Glyma.09G082000,Glyma.15G190200,Glyma.07G234200,Glyma.17G039600
Legume.fam3.04335,glyma.Wm82.gnm4.ann1.Glyma.13G117600.1,glyma.Wm82.gnm4.ann1.Glyma.17G042300.1,glyma.Wm82.gnm4.ann1.Glyma.09G080000.1,glyma.Wm82.gnm4.ann1.Glyma.15G186300.1,Glyma.13G117600,Glyma.17G042300,Glyma.09G080000,Glyma.15G186300
Legume.fam3.04337,glyma.Wm82.gnm4.ann1.Glyma.13G111100.1,glyma.Wm82.gnm4.ann1.Glyma.17G048500.1,glyma.Wm82.gnm4.ann1.Glyma.09G070200.1,glyma.Wm82.gnm4.ann1.Glyma.15G178300.3,Glyma.13G111100,Glyma.17G048500,Glyma.09G070200,Glyma.15G178300
Legume.fam3.04344,glyma.Wm82.gnm4.ann1.Glyma.11G088400.1,glyma.Wm82.gnm4.ann1.Glyma.01G156400.3,glyma.Wm82.gnm4.ann1.Glyma.16G114800.5,glyma.Wm82.gnm4.ann1.Glyma.09G195700.1,Glyma.11G088400,Glyma.01G156400,Glyma.16G114800,Glyma.09G195700
Legume.fam3.04345,glyma.Wm82.gnm4.ann1.Glyma.01G157000.3,glyma.Wm82.gnm4.ann1.Glyma.11G087900.2,glyma.Wm82.gnm4.ann1.Glyma.09G196300.1,glyma.Wm82.gnm4.ann1.Glyma.16G112600.6,Glyma.01G157000,Glyma.11G087900,Glyma.09G196300,Glyma.16G112600
Legume.fam3.04351,glyma.Wm82.gnm4.ann1.Glyma.01G178400.4,glyma.Wm82.gnm4.ann1.Glyma.11G063800.5,glyma.Wm82.gnm4.ann1.Glyma.02G059100.5,glyma.Wm82.gnm4.ann1.Glyma.16G141800.4,Glyma.01G178400,Glyma.11G063800,Glyma.02G059100,Glyma.16G141800
Legume.fam3.04353,glyma.Wm82.gnm4.ann1.Glyma.11G050800.1,glyma.Wm82.gnm4.ann1.Glyma.01G191400.1,glyma.Wm82.gnm4.ann1.Glyma.05G103000.1,glyma.Wm82.gnm4.ann1.Glyma.17G164300.1,Glyma.11G050800,Glyma.01G191400,Glyma.05G103000,Glyma.17G164300
Legume.fam3.04355,glyma.Wm82.gnm4.ann1.Glyma.11G044500.2,glyma.Wm82.gnm4.ann1.Glyma.01G197200.1,glyma.Wm82.gnm4.ann1.Glyma.17G157100.1,glyma.Wm82.gnm4.ann1.Glyma.05G110000.1,Glyma.11G044500,Glyma.01G197200,Glyma.17G157100,Glyma.05G110000
Legume.fam3.04356,glyma.Wm82.gnm4.ann1.Glyma.12G102400.1,glyma.Wm82.gnm4.ann1.Glyma.06G301900.1,glyma.Wm82.gnm4.ann1.Glyma.12G196800.1,glyma.Wm82.gnm4.ann1.Glyma.13G305000.2,Glyma.12G102400,Glyma.06G301900,Glyma.12G196800,Glyma.13G305000
Legume.fam3.04357,glyma.Wm82.gnm4.ann1.Glyma.01G212400.1,glyma.Wm82.gnm4.ann1.Glyma.11G029400.1,glyma.Wm82.gnm4.ann1.Glyma.17G135600.1,glyma.Wm82.gnm4.ann1.Glyma.05G053200.1,Glyma.01G212400,Glyma.11G029400,Glyma.17G135600,Glyma.05G053200
Legume.fam3.04360,glyma.Wm82.gnm4.ann1.Glyma.11G022500.4,glyma.Wm82.gnm4.ann1.Glyma.01G221200.1,glyma.Wm82.gnm4.ann1.Glyma.05G209900.1,glyma.Wm82.gnm4.ann1.Glyma.08G016600.1,Glyma.11G022500,Glyma.01G221200,Glyma.05G209900,Glyma.08G016600
Legume.fam3.04365,glyma.Wm82.gnm4.ann1.Glyma.18G141000.1,glyma.Wm82.gnm4.ann1.Glyma.08G284600.1,glyma.Wm82.gnm4.ann1.Glyma.01G028800.1,glyma.Wm82.gnm4.ann1.Glyma.02G036400.1,Glyma.18G141000,Glyma.08G284600,Glyma.01G028800,Glyma.02G036400
Legume.fam3.04372,glyma.Wm82.gnm4.ann1.Glyma.11G139600.1,glyma.Wm82.gnm4.ann1.Glyma.12G063200.1,glyma.Wm82.gnm4.ann1.Glyma.15G038500.1,glyma.Wm82.gnm4.ann1.Glyma.13G335800.1,Glyma.11G139600,Glyma.12G063200,Glyma.15G038500,Glyma.13G335800
Legume.fam3.04373,glyma.Wm82.gnm4.ann1.Glyma.15G033600.1,glyma.Wm82.gnm4.ann1.Glyma.13G340800.1,glyma.Wm82.gnm4.ann1.Glyma.12G057000.1,glyma.Wm82.gnm4.ann1.Glyma.11G132600.1,Glyma.15G033600,Glyma.13G340800,Glyma.12G057000,Glyma.11G132600
Legume.fam3.04376,glyma.Wm82.gnm4.ann1.Glyma.05G052700.1,glyma.Wm82.gnm4.ann1.Glyma.17G135000.1,glyma.Wm82.gnm4.ann1.Glyma.11G030000.1,glyma.Wm82.gnm4.ann1.Glyma.01G211900.1,Glyma.05G052700,Glyma.17G135000,Glyma.11G030000,Glyma.01G211900
Legume.fam3.04380,glyma.Wm82.gnm4.ann1.Glyma.20G012600.1,glyma.Wm82.gnm4.ann1.Glyma.07G174100.1,glyma.Wm82.gnm4.ann1.Glyma.05G138900.1,glyma.Wm82.gnm4.ann1.Glyma.08G094100.1,Glyma.20G012600,Glyma.07G174100,Glyma.05G138900,Glyma.08G094100
Legume.fam3.04381,glyma.Wm82.gnm4.ann1.Glyma.07G175300.1,glyma.Wm82.gnm4.ann1.Glyma.20G012100.1,glyma.Wm82.gnm4.ann1.Glyma.08G093800.1,glyma.Wm82.gnm4.ann1.Glyma.05G138600.1,Glyma.07G175300,Glyma.20G012100,Glyma.08G093800,Glyma.05G138600
Legume.fam3.04384,glyma.Wm82.gnm4.ann1.Glyma.20G102900.1,glyma.Wm82.gnm4.ann1.Glyma.10G286300.1,glyma.Wm82.gnm4.ann1.Glyma.20G001300.5,glyma.Wm82.gnm4.ann1.Glyma.09G284800.6,Glyma.20G102900,Glyma.10G286300,Glyma.20G001300,Glyma.09G284800
Legume.fam3.04385,glyma.Wm82.gnm4.ann1.Glyma.20G005200.6,glyma.Wm82.gnm4.ann1.Glyma.09G281000.1,glyma.Wm82.gnm4.ann1.Glyma.11G104900.2,glyma.Wm82.gnm4.ann1.Glyma.12G029900.11,Glyma.20G005200,Glyma.09G281000,Glyma.11G104900,Glyma.12G029900
